"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"1111","ASV1111",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1112","ASV1112",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1113","ASV1113",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1114","ASV1114",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1115","ASV1115",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1116","ASV1116",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1117","ASV1117",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1118","ASV1118",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1119","ASV1119",1,"root","no rank",1,"","","","","","",""
"1120","ASV1120",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1121","ASV1121",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1122","ASV1122",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1123","ASV1123",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1124","ASV1124",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1125","ASV1125",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1126","ASV1126",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1127","ASV1127",8047,"Eleginus gracilis","species",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Eleginus","Eleginus gracilis"
"1128","ASV1128",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1129","ASV1129",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1130","ASV1130",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1131","ASV1131",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1132","ASV1132",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1133","ASV1133",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1134","ASV1134",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1135","ASV1135",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1136","ASV1136",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1137","ASV1137",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1138","ASV1138",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1139","ASV1139",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1140","ASV1140",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1141","ASV1141",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1142","ASV1142",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1143","ASV1143",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1144","ASV1144",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1145","ASV1145",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1146","ASV1146",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1147","ASV1147",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1148","ASV1148",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1149","ASV1149",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1150","ASV1150",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1151","ASV1151",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1152","ASV1152",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1153","ASV1153",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1154","ASV1154",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1155","ASV1155",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1156","ASV1156",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1157","ASV1157",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1158","ASV1158",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1159","ASV1159",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1160","ASV1160",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1161","ASV1161",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1162","ASV1162",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1163","ASV1163",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1164","ASV1164",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1165","ASV1165",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1166","ASV1166",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1167","ASV1167",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1168","ASV1168",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1169","ASV1169",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1170","ASV1170",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1171","ASV1171",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1172","ASV1172",1,"root","no rank",1,"","","","","","",""
"1173","ASV1173",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1174","ASV1174",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1175","ASV1175",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1176","ASV1176",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1177","ASV1177",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1178","ASV1178",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1179","ASV1179",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1180","ASV1180",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1181","ASV1181",320612,"Podothecus accipenserinus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Agonidae","Podothecus","Podothecus accipenserinus"
"1182","ASV1182",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1183","ASV1183",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1184","ASV1184",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1185","ASV1185",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1186","ASV1186",1,"root","no rank",1,"","","","","","",""
"1187","ASV1187",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1188","ASV1188",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1189","ASV1189",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1190","ASV1190",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1191","ASV1191",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1192","ASV1192",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1193","ASV1193",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1194","ASV1194",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1195","ASV1195",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1196","ASV1196",1,"root","no rank",1,"","","","","","",""
"1197","ASV1197",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1198","ASV1198",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1199","ASV1199",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1200","ASV1200",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1201","ASV1201",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1202","ASV1202",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1203","ASV1203",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1204","ASV1204",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1205","ASV1205",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1206","ASV1206",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1207","ASV1207",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1208","ASV1208",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1209","ASV1209",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1210","ASV1210",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1211","ASV1211",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1212","ASV1212",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1213","ASV1213",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1214","ASV1214",1,"root","no rank",1,"","","","","","",""
"1215","ASV1215",9903,"Bos","genus",NA,"Metazoa","Chordata","Mammalia","","Bovidae","Bos",""
"1216","ASV1216",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1217","ASV1217",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1218","ASV1218",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1219","ASV1219",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1220","ASV1220",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1221","ASV1221",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1222","ASV1222",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1223","ASV1223",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1224","ASV1224",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1225","ASV1225",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1226","ASV1226",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1227","ASV1227",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1228","ASV1228",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1229","ASV1229",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1230","ASV1230",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1231","ASV1231",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1232","ASV1232",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1233","ASV1233",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1234","ASV1234",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1235","ASV1235",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1236","ASV1236",30724,"Clupea pallasii","species",NA,"Metazoa","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea pallasii"
"1237","ASV1237",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1238","ASV1238",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1239","ASV1239",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1240","ASV1240",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1241","ASV1241",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1242","ASV1242",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1243","ASV1243",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1244","ASV1244",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1245","ASV1245",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1246","ASV1246",1,"root","no rank",1,"","","","","","",""
"1247","ASV1247",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1248","ASV1248",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1249","ASV1249",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1250","ASV1250",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1251","ASV1251",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1252","ASV1252",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1253","ASV1253",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1254","ASV1254",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1255","ASV1255",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1256","ASV1256",1,"root","no rank",1,"","","","","","",""
"1257","ASV1257",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1258","ASV1258",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1259","ASV1259",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1260","ASV1260",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1261","ASV1261",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1262","ASV1262",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1263","ASV1263",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1264","ASV1264",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1265","ASV1265",34820,"Sebastes","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",""
"1266","ASV1266",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1267","ASV1267",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1268","ASV1268",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1269","ASV1269",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1270","ASV1270",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1271","ASV1271",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1272","ASV1272",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1273","ASV1273",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1274","ASV1274",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1275","ASV1275",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1276","ASV1276",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1277","ASV1277",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1278","ASV1278",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1279","ASV1279",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1280","ASV1280",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1281","ASV1281",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1282","ASV1282",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1283","ASV1283",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1284","ASV1284",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1285","ASV1285",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1286","ASV1286",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1287","ASV1287",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1288","ASV1288",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1289","ASV1289",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1290","ASV1290",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
